id,doi,year,venue,title,cited_by,M_material,T_task,E_env,trust_flags,P_physics,depth_tier,duplicate_of,eligibility_concern
2-s2.0-85132539959,10.30880/ijie.2022.14.04.005,2022,International Journal of Integrated Engineering,Utilizing Artificial Neural Network and Multiple Linear Regression to Model the Compressive Strength of Recycled Geopolymer Concrete,6,FA-slag;biomass-ash;recycled-aggregate,prediction,waste-valorization,none-detected,I(data-driven),STANDARD,,
2-s2.0-85175425301,10.1142/S2737599423500032,2023,Innovation and Emerging Technologies,Predicting compressive strength of geopolymer concrete using machine learning,96,fly-ash;metakaolin/clay,optimization,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-105001565998,10.1155/adce/8534390,2024,Advances in Civil Engineering,Strength Prediction of Geopolymer Concrete With Wide-Ranged Binders and Properties Using Artificial Neural Network,4,mixed/other-AAM,prediction,cost;waste-valorization;durability,none-detected,II(domain-features),STANDARD,,
2-s2.0-85065966024,,2019,Indian Concrete Journal,Application of artificial neural network for predicting compressive strength of geopolymer concrete,6,fly-ash,prediction,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-85165145124,10.1007/s42107-023-00829-5,2024,Asian Journal of Civil Engineering,Advanced machine learning prediction of the unconfined compressive strength of geopolymer cement reconstituted granular sand for road and liner construction applications,33,mixed/other-AAM,prediction,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-85144864678,10.3390/pr10122633,2022,Processes,Predicting the Recovery and Nonrecoverable Compliance Behaviour of Asphalt Binders Using Artificial Neural Networks,12,fly-ash,prediction,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-85130122744,10.1007/s42947-022-00185-8,2023,International Journal of Pavement Research and Technology,Different AI Predictive Models for Pavement Subgrade Stiffness and Resilient Deformation of Geopolymer Cement-Treated Lateritic Soil with Ordinary Cement Addition,32,stabilized-soil,prediction,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-85106666583,10.1039/d0ma00036a,2020,Materials Advances,Formulation of mix design for 3D printing of geopolymers: A machine learning approach,25,slag,classification,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-85104347589,10.3390/ma14071729,2021,Materials,Bayesian regularized artificial neural network model to predict strength characteristics of fly-ash and bottom-ash based geopolymer concrete,59,fly-ash,prediction,cost;waste-valorization,none-detected,I(data-driven),STANDARD,,
2-s2.0-85154033293,10.1016/j.jobe.2023.106629,2023,Journal of Building Engineering,Physico-mechanical and microstructural properties of waste geopolymer powder and lime-added semi-lightweight geopolymer concrete: Efficient machine learning models,23,mixed/other-AAM,prediction,waste-valorization,none-detected,II(domain-features),STANDARD,,
2-s2.0-85195084167,10.1515/rams-2024-0014,2024,Reviews on Advanced Materials Science,Compressive and tensile strength estimation of sustainable geopolymer concrete using contemporary boosting ensemble techniques,4,slag,prediction,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-85169316070,10.1080/16583655.2023.2248651,2023,Journal of Taibah University for Science,"Geopolymer-stabilized soils: influencing factors, strength development mechanism and sustainability",34,FA-slag;stabilized-soil,optimization,cost,XAI;OOD/transfer,II(domain-features),STANDARD,,
2-s2.0-85124800200,10.1016/j.commatsci.2022.111241,2022,Computational Materials Science,Application of back propagation neural network to the modeling of slump and compressive strength of composite geopolymers,47,mixed/other-AAM,prediction,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-85113342632,10.14359/51732711,2021,ACI Materials Journal,Neural network for mixture design optimization of geopolymer concrete,10,fly-ash,optimization,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-85183419649,10.1016/j.jece.2023.111835,2024,Journal of Environmental Chemical Engineering,Intelligent optimization for modeling carbon dioxide footprint in fly ash geopolymer concrete: A novel approach for minimizing CO2 emissions,46,fly-ash,optimization,carbon,UQ,I(data-driven),DEEP,,
2-s2.0-85184841672,10.12989/cac.2024.33.2.137,2024,Computers and Concrete,Prediction of compressive strength of sustainable concrete using machine learning tools,25,mixed/other-AAM,prediction,waste-valorization,none-detected,I(data-driven),STANDARD,,
2-s2.0-85105788444,10.3390/ma14092401,2021,Materials,Life-cycle assessment of alkali-activated materials incorporating industrial byproducts,65,mixed/other-AAM,optimization,carbon;LCA;cost;waste-valorization;durability,none-detected,I(data-driven),DEEP,,
2-s2.0-85042076599,10.1007/s00366-018-0592-8,2019,Engineering with Computers,Evaluating unconfined compressive strength of cohesive soils stabilized with geopolymer: a computational intelligence approach,48,stabilized-soil,optimization,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-85137197144,10.3390/su14159573,2022,Sustainability (Switzerland),Multi-Objective Prediction of the Mechanical Properties and Environmental Impact Appraisals of Self-Healing Concrete for Sustainable Structures,47,mixed/other-AAM,multi-objective-optimization,carbon;LCA;durability,none-detected,I(data-driven),DEEP,,
2-s2.0-85132901934,10.3390/polym14122509,2022,Polymers,Assessment of Artificial Intelligence Strategies to Estimate the Strength of Geopolymer Composites and Influence of Input Parameters,44,FA-slag,prediction,cost;waste-valorization,XAI,I(data-driven),STANDARD,,
2-s2.0-85139367361,10.1016/j.cscm.2022.e01536,2022,Case Studies in Construction Materials,ANN based predictive mimicker for mechanical and rheological properties of eco-friendly geopolymer concrete,57,mixed/other-AAM,prediction,cost,none-detected,I(data-driven),STANDARD,,
2-s2.0-85137068433,10.1016/j.jclepro.2022.133608,2022,Journal of Cleaner Production,Evaluation of geopolymer concrete at high temperatures: An experimental study using machine learning,112,fly-ash,prediction,none-explicit,XAI,I(data-driven),STANDARD,,
2-s2.0-85160423608,10.1007/s42107-023-00721-2,2023,Asian Journal of Civil Engineering,"Prediction of compressive strength of GGBFS and Flyash-based geopolymer composite by linear regression, lasso regression, and ridge regression",39,slag,prediction,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-85148326569,10.1016/j.jobe.2023.106070,2023,Journal of Building Engineering,"Multi-objective optimization of fly ash-slag based geopolymer considering strength, cost and CO2 emission: A new framework based on tree-based ensemble models and NSGA-II",88,FA-slag,multi-objective-optimization,carbon;cost,none-detected,I(data-driven),DEEP,,
2-s2.0-85107011496,10.3390/app11114754,2021,Applied Sciences (Switzerland),Machine learning approaches for prediction of the compressive strength of alkali activated termite mound soil,30,stabilized-soil,prediction,none-explicit,none-detected,II(domain-features),STANDARD,,
2-s2.0-85210479444,10.3389/fbuil.2024.1455915,2024,Frontiers in Built Environment,Influence of alkali molarity on compressive strength of high-strength geopolymer concrete using machine learning techniques based on curing regimes and temperature,10,fly-ash,prediction,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-85103087071,10.3390/polym13060900,2021,Polymers,Novel analytical method for mix design and performance prediction of high calcium fly ash geopolymer concrete,53,fly-ash,prediction,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-85147798348,10.3390/ma16031090,2023,Materials,Prediction of Compressive Strength of Fly Ash-Slag Based Geopolymer Paste Based on Multi-Optimized Artificial Neural Network,15,FA-slag,optimization,none-explicit,none-detected,II(domain-features),STANDARD,,
2-s2.0-85128429477,10.3390/polym14071423,2022,Polymers,Prediction of the Compressive Strength of Fly Ash Geopolymer Concrete by an Optimised Neural Network Model,30,fly-ash,optimization,cost,none-detected,I(data-driven),STANDARD,,
2-s2.0-85146556242,10.3390/su15021408,2023,Sustainability (Switzerland),Random Forest Algorithm for the Strength Prediction of Geopolymer Stabilized Clayey Soil,96,FA-slag;stabilized-soil,prediction,none-explicit,XAI,I(data-driven),STANDARD,,
2-s2.0-85109109777,10.1080/2374068X.2021.1945271,2022,Advances in Materials and Processing Technologies,A novel hybrid soft computing model using stacking with ensemble method for estimation of compressive strength of geopolymer composite,15,FA-slag,prediction,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-85076586913,10.1007/s00521-019-04662-3,2021,Neural Computing and Applications,Prediction of engineering properties of fly ash-based geopolymer using artificial neural networks,55,fly-ash,prediction,none-explicit,UQ,II(domain-features),DEEP,,
2-s2.0-85129106223,10.3390/su14095214,2022,Sustainability (Switzerland),Artificial Neural Network-Forecasted Compression Strength of Alkaline-Activated Slag Concretes,60,slag,prediction,carbon;waste-valorization,none-detected,I(data-driven),DEEP,,
2-s2.0-85112521400,10.12989/cac.2021.28.1.055,2021,Computers and Concrete,Artificial intelligence for the compressive strength prediction of novel ductile geopolymer composites,29,mixed/other-AAM,prediction,cost,none-detected,I(data-driven),STANDARD,,
2-s2.0-85089278980,10.1016/j.jmrt.2020.06.008,2020,Journal of Materials Research and Technology,Estimating strength properties of geopolymer self-compacting concrete using machine learning techniques,203,FA-slag,prediction,none-explicit,OOD/transfer,I(data-driven),STANDARD,,
2-s2.0-85136005896,10.1155/2022/8214859,2022,Advances in Civil Engineering,Compressive Strength Prediction of Alkali-Activated Slag Concretes by Using Artificial Neural Network (ANN) and Alternating Conditional Expectation (ACE),6,slag,prediction,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-85068684926,10.12989/sem.2019.70.6.671,2019,Structural Engineering and Mechanics,Prediction of compressive strength of bacteria incorporated geopolymer concrete by using ANN and MARS,14,FA-slag;metakaolin/clay,prediction,none-explicit,OOD/transfer,II(domain-features),STANDARD,,
2-s2.0-85121100549,10.1016/j.cscm.2021.e00840,2022,Case Studies in Construction Materials,Compressive strength prediction of fly ash-based geopolymer concrete via advanced machine learning techniques,360,fly-ash,prediction,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-85095764497,10.1016/j.cemconcomp.2020.103863,2021,Cement and Concrete Composites,Machine learning to predict properties of fresh and hardened alkali-activated concrete,188,fly-ash,optimization,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-85177998089,10.12989/cac.2023.32.6.607,2023,Computers and Concrete,Comparative studies of different machine learning algorithms in predicting the compressive strength of geopolymer concrete,19,mixed/other-AAM,prediction,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-85185826169,10.1016/j.conbuildmat.2024.135523,2024,Construction and Building Materials,On the use of machine learning and data-transformation methods to predict hydration kinetics and strength of alkali-activated mine tailings-based binders,13,FA-slag;tailings,prediction,cost;waste-valorization,none-detected,I(data-driven),STANDARD,,
2-s2.0-85116312721,10.3390/polym13193389,2021,Polymers,Prediction of geopolymer concrete compressive strength using novel machine learning algorithms,167,fly-ash,prediction,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-85088112518,10.21660/2020.74.72565,2020,International Journal of GEOMATE,A neural network approach for predicting hardened property of geopolymer concrete,33,mixed/other-AAM,prediction,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-85164840685,,2022,ARPN Journal of Engineering and Applied Sciences,CLASSIFICATION OF GEOPOLYMER CONCRETE GRADE WITH CONVOLUTIONAL NEURAL NETWORK USING LE-NET ARCHITECTURE,1,mixed/other-AAM,classification,carbon,none-detected,I(data-driven),DEEP,,
2-s2.0-85199751117,10.28991/CEJ-SP2024-010-03,2024,Civil Engineering Journal (Iran),Artificial Intelligence Models for Predicting the Compressive Strength of Geopolymer Cements,3,mixed/other-AAM,prediction,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-85115203887,10.1016/j.cscm.2021.e00703,2021,Case Studies in Construction Materials,Durability performance of reinforced waste-based geopolymer foam concrete under exposure to various corrosive environments,30,mixed/other-AAM,prediction,carbon;waste-valorization;durability,none-detected,I(data-driven),DEEP,,
2-s2.0-85113171960,10.1016/j.conbuildmat.2021.124526,2021,Construction and Building Materials,Synthesis of rubberized Alkali-activated Concrete: Experimental and numerical evaluation,33,mixed/other-AAM,prediction,waste-valorization;durability,none-detected,I(data-driven),STANDARD,,
2-s2.0-85116433841,10.3390/fractalfract5040142,2021,Fractal and Fractional,Surface cracking and fractal characteristics of bending fractured polypropylene fiber‐reinforced geopolymer mortar,67,mixed/other-AAM,microstructure/image-analysis,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-85130261509,10.1007/s11356-022-20863-1,2022,Environmental Science and Pollution Research,Proposing several model techniques including ANN and M5P-tree to predict the compressive strength of geopolymer concretes incorporated with nano-silica,85,mixed/other-AAM,prediction,carbon,none-detected,I(data-driven),DEEP,,
2-s2.0-85120039866,10.1007/s11356-021-17555-7,2022,Environmental Science and Pollution Research,Resistance of blended alkali-activated fly ash-OPC mortar to mild-concentration sulfuric and acetic acid attack,23,fly-ash,prediction,carbon;durability,none-detected,I(data-driven),DEEP,,EC3-candidate (recode: no ML detectable)
2-s2.0-85187283091,10.3390/gels10020148,2024,Gels,Mechanical Framework for Geopolymer Gels Construction: An Optimized LSTM Technique to Predict Compressive Strength of Fly Ash-Based Geopolymer Gels Concrete,27,fly-ash,prediction,waste-valorization,none-detected,II(domain-features),STANDARD,,
2-s2.0-85175522591,10.1016/j.mtcomm.2023.107485,2023,Materials Today Communications,Influence of chemical constituents of binder and activator in predicting compressive strength of fly ash-based geopolymer concrete using firefly-optimized hybrid ensemble machine learning model,60,fly-ash,optimization,none-explicit,none-detected,II(domain-features),STANDARD,,
2-s2.0-84894075344,10.1061/(ASCE)MT.1943-5533.0000829,2014,Journal of Materials in Civil Engineering,Use of a neural network to predict strength and optimum compositions of natural alumina-silica-based geopolymers,16,mixed/other-AAM,prediction,none-explicit,none-detected,II(domain-features),STANDARD,,
2-s2.0-85105989353,10.1142/S0218625X21500700,2021,Surface Review and Letters,Effects of hybrid fiber-reinforced geopolymer concrete stabilized with gypseous soil-experimental and simulation approach,1,stabilized-soil,optimization,cost;durability,none-detected,I(data-driven),STANDARD,,
2-s2.0-85106372743,10.1155/2021/6662347,2021,Advances in Civil Engineering,A New Artificial Neural Network Model for the Prediction of the Effect of Molar Ratios on Compressive Strength of Fly Ash-Slag Geopolymer Mortar,34,FA-slag,prediction,cost;waste-valorization,none-detected,II(domain-features),STANDARD,,
2-s2.0-85185324121,10.1016/j.jclepro.2024.141007,2024,Journal of Cleaner Production,Influence of treated recycled concrete aggregate and modified mixing approach on the mechanical properties of ternary blend geopolymer concrete: Experiments and machine learning algorithms,27,FA-slag;recycled-aggregate,optimization,waste-valorization,UQ,I(data-driven),DEEP,,
2-s2.0-85186495382,10.1016/j.conbuildmat.2024.135519,2024,Construction and Building Materials,Machine learning approaches to predict compressive strength of fly ash-based geopolymer concrete: A comprehensive review,131,fly-ash,prediction,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-85052792685,10.3390/app8091537,2018,Applied Sciences (Switzerland),Compressive strength characteristics of cemented tailings backfill with alkali-activated slag,86,slag;tailings,prediction,cost;waste-valorization,none-detected,I(data-driven),STANDARD,,
2-s2.0-85181944725,10.1080/10589759.2024.2304257,2024,Nondestructive Testing and Evaluation,Predicting compressive strength of quarry waste-based geopolymer mortar using machine learning algorithms incorporating mix design and ultrasonic pulse velocity,17,biomass-ash,prediction,waste-valorization,XAI,I(data-driven),STANDARD,,
2-s2.0-85164237068,10.1016/j.conbuildmat.2023.132330,2023,Construction and Building Materials,Effects of binder proportion and curing condition on the mechanical characteristics of volcanic ash- and slag-based geopolymer mortars; machine learning integrated experimental study,38,slag,optimization,cost,none-detected,I(data-driven),STANDARD,,
2-s2.0-85124611933,10.1111/jace.18399,2022,Journal of the American Ceramic Society,Machine learning enabled closed-form models to predict strength of alkali-activated systems,24,mixed/other-AAM,prediction,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-85130594983,10.1016/j.conbuildmat.2022.127828,2022,Construction and Building Materials,Application of machine learning algorithm to assess the efficacy of varying industrial wastes and curing methods on strength development of geopolymer concrete,62,fly-ash;red-mud,prediction,waste-valorization,none-detected,I(data-driven),STANDARD,,
2-s2.0-85097309539,10.1177/1475921720976999,2021,Structural Health Monitoring,Predicting material properties of concrete from ground-penetrating radar attributes,23,mixed/other-AAM,prediction,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-85184073306,10.1680/jmacr.23.00144,2024,Magazine of Concrete Research,Experimental study and machine learning based prediction of the compressive strength of geopolymer concrete,17,mixed/other-AAM,prediction,none-explicit,OOD/transfer,I(data-driven),STANDARD,,
2-s2.0-85101468264,10.1007/s12633-021-00988-7,2022,Silicon,Soft Computing Techniques for the Prediction and Analysis of Compressive Strength of Alkali-Activated Alumino-Silicate Based Strain-Hardening Geopolymer Composites,27,mixed/other-AAM,prediction,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-85140472829,10.1016/j.conbuildmat.2022.129518,2022,Construction and Building Materials,Determination of compressive strength of perlite-containing slag-based geopolymers and its prediction using artificial neural network and regression-based methods,37,slag,prediction,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-85115221806,10.12989/cac.2021.28.2.221,2021,Computers and Concrete,Efficient soft computing techniques for the prediction of compressive strength of geopolymer concrete,60,fly-ash,prediction,none-explicit,UQ;OOD/transfer,I(data-driven),DEEP,,
2-s2.0-85140139711,10.1016/j.conbuildmat.2022.129384,2022,Construction and Building Materials,The data-driven research on bond strength between fly ash-based geopolymer concrete and reinforcing bars,31,FA-slag,prediction,none-explicit,XAI,I(data-driven),STANDARD,,
2-s2.0-85105994384,10.3389/fmats.2021.621163,2021,Frontiers in Materials,"Geopolymer Concrete Compressive Strength via Artificial Neural Network, Adaptive Neuro Fuzzy Interface System, and Gene Expression Programming With K-Fold Cross Validation",149,fly-ash,prediction,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-85138016040,10.1002/suco.202200344,2023,Structural Concrete,Prognosis of compressive strength of fly-ash-based geopolymer-modified sustainable concrete with ML algorithms,46,fly-ash,prediction,carbon;cost,XAI;UQ,I(data-driven),DEEP,,
2-s2.0-85188193767,10.12989/scs.2024.50.4.443,2024,Steel and Composite Structures,Application of a comparative analysis of random forest programming to predict the strength of environmentally-friendly geopolymer concrete,3,slag,optimization,carbon,none-detected,I(data-driven),DEEP,,
2-s2.0-85113286766,10.1061/(ASCE)MT.1943-5533.0003845,2021,Journal of Materials in Civil Engineering,Compressive Strength of Sandy Soils Stabilized with Alkali-Activated Volcanic Ash and Slag,66,slag;stabilized-soil,microstructure/image-analysis,none-explicit,none-detected,II(domain-features),STANDARD,,
2-s2.0-85064544162,10.1016/j.measurement.2019.03.001,2019,Measurement: Journal of the International Measurement Confederation,The use of machine learning in boron-based geopolymers: Function approximation of compressive strength by ANN and GP,40,FA-slag,classification,carbon,none-detected,I(data-driven),DEEP,,
2-s2.0-85201702456,10.32604/cmes.2024.052505,2024,CMES - Computer Modeling in Engineering and Sciences,Artificial Intelligence Prediction of One-Part Geopolymer Compressive Strength for Sustainable Concrete,9,one-part;FA-slag,prediction,carbon,none-detected,II(domain-features),DEEP,,
2-s2.0-85166945215,10.1016/j.conbuildmat.2023.132606,2023,Construction and Building Materials,Artificial intelligence-based prediction of strengths of slag-ash-based geopolymer concrete using deep neural networks,61,slag,prediction,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-85160650318,10.1007/s42107-023-00735-w,2023,Asian Journal of Civil Engineering,Exploring the potential of neural network in assessing mechanical properties of geopolymer concrete incorporating fly ash and phosphogypsum in pavement applications,32,fly-ash,prediction,waste-valorization,OOD/transfer,I(data-driven),STANDARD,,
2-s2.0-85097015376,10.3390/ma13235490,2020,Materials,Engineering properties of waste sawdust-based lightweight alkali-activated concrete: Experimental assessment and numerical prediction,53,FA-slag,prediction,LCA;waste-valorization,none-detected,I(data-driven),DEEP,,
2-s2.0-85141866607,10.3390/buildings12111792,2022,Buildings,Predicting the Geopolymerization Process of Fly-Ash-Based Geopolymer Using Machine Learning,8,fly-ash,optimization,none-explicit,XAI,I(data-driven),STANDARD,,
2-s2.0-85142203881,10.1016/j.jclepro.2022.135159,2022,Journal of Cleaner Production,Development of machine learning models for the prediction of the compressive strength of calcium-based geopolymers,117,mixed/other-AAM,optimization,waste-valorization,XAI,II(domain-features),STANDARD,,
2-s2.0-85080939245,10.1016/j.conbuildmat.2020.118581,2020,Construction and Building Materials,Analyzing the compressive strength of green fly ash based geopolymer concrete using experiment and machine learning approaches,271,fly-ash,prediction,none-explicit,OOD/transfer,I(data-driven),STANDARD,,
2-s2.0-85153629677,10.1007/s42107-023-00670-w,2023,Asian Journal of Civil Engineering,Prediction of compressive strength of geopolymer concrete using random forest machine and deep learning,61,mixed/other-AAM,prediction,cost;durability,none-detected,I(data-driven),STANDARD,,
2-s2.0-85092338451,10.1016/j.jclepro.2020.124543,2021,Journal of Cleaner Production,Development of high performance sustainable optimized fiber reinforced geopolymer concrete and prediction of compressive strength,233,slag,prediction,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-85174450744,10.1016/j.conbuildmat.2023.133780,2023,Construction and Building Materials,Mechanical properties prediction of geopolymer concrete subjected to high temperature by BP neural network,40,metakaolin/clay,prediction,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-85163184845,10.5829/ije.2023.36.07a.18,2023,"International Journal of Engineering, Transactions B: Applications",Effect of combined different sources of alumina silicate on mechanical properties and carbonation depth of environmentally friendly geopolymeric composite based on metakaolin,8,FA-slag;metakaolin/clay,prediction,durability,none-detected,I(data-driven),STANDARD,,
2-s2.0-85166953283,10.1007/s42107-023-00861-5,2024,Asian Journal of Civil Engineering,Compressive strength prediction of fly ash and blast furnace slag-based geopolymer concrete using convolutional neural network,37,FA-slag,optimization,waste-valorization,none-detected,I(data-driven),STANDARD,,
2-s2.0-85125007190,10.1016/j.jclepro.2022.130958,2022,Journal of Cleaner Production,Rapid identification of reactivity for the efficient recycling of coal fly ash: Hybrid machine learning modeling and interpretation,42,fly-ash,optimization,waste-valorization,XAI;OOD/transfer,II(domain-features),STANDARD,,
2-s2.0-85164505679,10.1007/s42107-023-00807-x,2024,Asian Journal of Civil Engineering,Feature engineering for predicting compressive strength of high-strength concrete with machine learning models,44,mixed/other-AAM,prediction,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-85163791272,10.3390/gels9060434,2023,Gels,A Novel MBAS-RF Approach to Predict Mechanical Properties of Geopolymer-Based Compositions,7,mixed/other-AAM,prediction,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-85036621035,10.5829/ije.2017.30.11b.07,2017,"International Journal of Engineering, Transactions B: Applications",The effect of geopolymerization on the unconfined compressive strength of stabilized fine-grained soils,28,FA-slag;stabilized-soil,prediction,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-85130320551,10.3390/ma15103443,2022,Materials,Artificial Neural Network with a Cross-Validation Technique to Predict the Material Design of Eco-Friendly Engineered Geopolymer Composites,77,mixed/other-AAM,prediction,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-85126274287,10.3390/polym14061074,2022,Polymers,Application of Soft Computing Techniques to Predict the Strength of Geopolymer Composites,75,mixed/other-AAM,prediction,cost;waste-valorization,none-detected,I(data-driven),STANDARD,,
2-s2.0-85102109344,10.3390/ma14051106,2021,Materials,Application of gene expression programming (GEP) for the prediction of compressive strength of geopolymer concrete,136,fly-ash,prediction,waste-valorization,none-detected,II(domain-features),STANDARD,,
2-s2.0-85135363664,10.1155/2022/7791582,2022,Journal of Nanomaterials,Prediction of Mechanical Strength by Using an Artificial Neural Network and Random Forest Algorithm,92,mixed/other-AAM,prediction,carbon,none-detected,I(data-driven),DEEP,,
2-s2.0-85087127135,10.1155/2020/8892474,2020,Advances in Civil Engineering,Mechanical Properties and Drying Shrinkage Investigation of Alkali-Activated Mortar Using Waste Glass Powder,23,mixed/other-AAM,prediction,waste-valorization,none-detected,II(domain-features),STANDARD,,
2-s2.0-85015744326,10.3992/1552-6100.12.1.63,2017,Journal of Green Building,Utilization of fly ash and concrete residue in the production of geopolymer bricks,6,fly-ash,prediction,waste-valorization,none-detected,I(data-driven),STANDARD,,
2-s2.0-85153576626,10.1016/j.conbuildmat.2023.131519,2023,Construction and Building Materials,Prediction & optimization of alkali-activated concrete based on the random forest machine learning algorithm,99,mixed/other-AAM,optimization,carbon,none-detected,V-candidate(mechanistic-hybrid),DEEP,,
2-s2.0-85147180648,10.1007/s42107-023-00584-7,2023,Asian Journal of Civil Engineering,Soft computing modeling on air-cured slag-fly ash-glass powder-based alkali activated masonry elements developed using different industrial waste aggregates,5,FA-slag,prediction,waste-valorization,none-detected,I(data-driven),STANDARD,,
2-s2.0-85101214805,10.3390/su13042062,2021,Sustainability (Switzerland),Assessment of mechanical properties and structural morphology of alkali-activated mortars with industrial waste materials,27,FA-slag,prediction,waste-valorization;durability,none-detected,II(domain-features),STANDARD,,
2-s2.0-85165226174,10.1016/j.engappai.2023.106769,2023,Engineering Applications of Artificial Intelligence,A GMDH model and parametric investigation of geopolymeric recycled concrete FRP-spiral-confined members,25,recycled-aggregate,prediction,carbon;waste-valorization,none-detected,I(data-driven),DEEP,,
2-s2.0-85140995923,10.1016/j.conbuildmat.2022.129600,2022,Construction and Building Materials,Prediction of compressive strength of alkali-activated construction demolition waste geopolymers using ensemble machine learning,66,recycled-aggregate,prediction,waste-valorization,none-detected,I(data-driven),STANDARD,,
2-s2.0-85151409429,10.1016/j.conbuildmat.2023.131014,2023,Construction and Building Materials,"Estimation of strength, rheological parameters, and impact of raw constituents of alkali-activated mortar using machine learning and SHapely Additive exPlanations (SHAP)",92,one-part;fly-ash,optimization,none-explicit,XAI,I(data-driven),STANDARD,,
SD11,,2026,Engineering Applications of Artificial Intelligence,"Data-driven design of solid-waste-based alkali-activated material via data augmentation, performance prediction, and virtual screening",,mixed/other-AAM,inverse-design,waste-valorization,none-detected,I(data-driven),DEEP,,
SD15,,2024,Construction and Building Materials,Evaluation and prediction of slag-based geopolymer's compressive strength using DOE approach and ANN algorithms,,slag,prediction,none-explicit,none-detected,I(data-driven),STANDARD,2-s2.0-85198097710,
SD29,,2024,Results in Engineering,Exploring the rheological and mechanical properties of alkali activated mortar incorporating waste foundry sand: experimental and machine learning investigation,,mixed/other-AAM,prediction,waste-valorization,none-detected,I(data-driven),STANDARD,2-s2.0-85204787307,
SD59,,2025,Cleaner Engineering and Technology,Multivariate predictive modeling of compressive strength in GGBS/fly ash-based alkali-activated concrete,,FA-slag,prediction,none-explicit,none-detected,I(data-driven),STANDARD,2-s2.0-105008226145,
SD67,,2025,Engineering Applications of Artificial Intelligence,Chemically-Guided extreme gradient boosting models for predicting the elastic modulus of alkali-activated Concrete,,mixed/other-AAM,prediction,none-explicit,none-detected,I(data-driven),STANDARD,2-s2.0-105006578328,
SD73,,2026,Construction and Building Materials,Mechanistic insights into the rheology of recycled concrete powder based geopolymer using SHAP-integrated machine learning,,recycled-aggregate,prediction,waste-valorization,XAI,I(data-driven),STANDARD,,
SD76,,2026,Ain Shams Engineering Journal,Neural network-based prediction of mechanical properties in high-strength fly ash-based geopolymer mortars,,fly-ash,prediction,none-explicit,none-detected,I(data-driven),STANDARD,,
SD80,,2025,Sustainable Chemistry and Pharmacy,Recycling three local waste materials for optimizing the mechanical performance of fly ash-based geopolymer cement: ternary mixture design and ANN modeling,,fly-ash,prediction,waste-valorization,none-detected,I(data-driven),STANDARD,2-s2.0-105007141533,
SD91,,2026,Cement and Concrete Research,Quantifying resolution-dependent microstructure and pore-network topology in LDH-modified alkali-activated slag pastes via synchrotron X-ray nano-holotomography,,slag,prediction,none-explicit,none-detected,I(data-driven),STANDARD,2-s2.0-105034205835,
SD106,,2025,Next Materials,Development of an ANN based model for tailoring the fracture response of eco-friendly engineered geopolymer composites (EGC),,mixed/other-AAM,prediction,none-explicit,none-detected,I(data-driven),STANDARD,,
SD108,,2025,Results in Materials,Effect of ingredients and experimental parameter on the rheological and mechanical properties of self-compacting agro-geopolymer paste: Experimental and autoencoder based deep learning,,mixed/other-AAM,prediction,none-explicit,none-detected,I(data-driven),STANDARD,2-s2.0-105021995286,
